heart_disease_mortality_per_100k,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,demo__pct_female,demo__pct_below_18_years_of_age,demo__pct_aged_65_years_and_older,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_adults_bachelors_or_higher,demo__birth_rate_per_1k,demo__death_rate_per_1k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_low_birthweight,health__pct_excessive_drinking,health__pct_physical_inacticity,health__air_pollution_particulate_matter,health__homicides_per_100k,health__motor_vehicle_crash_deaths_per_100k,health__pop_per_dentist,health__pop_per_primary_care_physician
289,0.482,0.049,0.214,0.059,0.511,0.245,0.128,0.037,0.066,0.851,0.006,0.017,0.134387352,0.380434783,0.295454545,0.18972332,13,9,0.345,0.266,0.117,0.088,0.136,0.276,13,2.6,16.04,2170,2489
210,0.53,0.069,0.228,0.07,0.514,0.253,0.087,0.122,0.298,0.505,0,0.048,0.108870968,0.182459677,0.280241935,0.428427419,14,6,0.248,0.134,0.089,0.099,0.162,0.206,13,7.76,9.73,1559,1150
224,0.498,0.058,0.399,0.142,0.511,0.21,0.153,0.666,0.17,0.157,0.001,0.015,0.195367573,0.291037261,0.24672709,0.266868077,12,8,0.213,0.119,0.086,0.082,0.126,0.209,11,9.1,11.96,1749,1280
225,0.498,0.066,0.412,0.147,0.518,0.211,0.147,0.648,0.173,0.15,0,0.01,0.203406814,0.280561122,0.244488978,0.271543086,12,7,0.224,0.118,0.092,0.098,0.129,0.235,11,8.23,12.39,1869,1269
237,0.465,0.027,0.198,0.112,0.502,0.349,0.063,0.104,0,0.843,0,0.017,0.067460317,0.163690476,0.392857143,0.375992063,21,4,0.231,0.059,0.058,0.064,0.047,0.149,12,-0.08,8.25,1589,2250
351,0.421,0.089,0.24,0.074,0.519,0.236,0.162,0.015,0.359,0.592,0.005,0.002,0.210682493,0.354104847,0.286844708,0.148367953,12,14,0.379,0.237,0.133,0.106,0.156,0.285,12,8.7,29.21,6509,4059
251,0.512,0.046,0.15,0.07,0.495,0.235,0.142,0.016,0,0.954,0.004,0.002,0.087487284,0.407934893,0.312309257,0.192268566,10,9,0.317,0.245,0.111,0.077,0.145,0.277,13,2.6,14.66,6229,2160
293,0.44,0.08,0.177,0.045,0.48,0.233,0.15,0.028,0.021,0.925,0.008,0.004,0.124877089,0.394296952,0.34906588,0.131760079,12,9,0.312,0.235,0.086,0.058,0.138,0.23,12,2.15,17.2,2650,2740
252,0.496,0.058,0.168,0.056,0.508,0.221,0.162,0.017,0.078,0.875,0,0.009,0.103482587,0.385074627,0.295522388,0.215920398,11,11,0.314,0.219,0.126,0.09,0.142,0.265,14,3.5,8.5,1730,1270
324,0.44,0.053,0.262,0.098,0.505,0.223,0.156,0.048,0.083,0.844,0.001,0.012,0.188679245,0.39225422,0.258192651,0.160873883,13,10,0.309,0.258,0.123,0.092,0.149,0.28,13,6.2,30.32,28050,5579
345,0.336,0.087,0.253,0.066,0.442,0.25,0.126,0.062,0.57,0.36,0,0,0.242031873,0.361553785,0.260956175,0.135458167,14,11,0.421,0.242,0.133,0.129,0.111,0.36,12,9.7,21.71,4640,7040
240,0.476,0.054,0.208,0.105,0.506,0.21,0.181,0.033,0.079,0.875,0.01,0.011,0.101090188,0.35777998,0.310208127,0.230921705,10,10,0.279,0.198,0.103,0.076,0.14,0.239,12,3.33,28.06,3749,2639
239,0.502,0.062,0.221,0.081,0.515,0.283,0.085,0.053,0.168,0.74,0.003,0.008,0.102409639,0.355421687,0.303212851,0.238955823,13,5,0.252,0.198,0.111,0.068,0.115,0.256,13,2.91,13.66,7270,7970
345,0.417,0.051,0.256,0.069,0.508,0.252,0.144,0.063,0.007,0.863,0.024,0.018,0.143286573,0.388777555,0.325651303,0.142284569,13,10,0.354,0.224,0.106,0.077,0.138,0.328,11,3.06,16.92,6239,2060
320,0.46,0.084,0.21,0.053,0.536,0.221,0.201,0.028,0.488,0.464,0,0.008,0.212212212,0.279279279,0.335335335,0.173173173,13,15,0.34,0.245,0.121,0.122,0.106,0.321,13,17.1,14.52,1110,1039
222,0.436,0.238,0.294,0.092,0.489,0.289,0.112,0.819,0.027,0.12,0.025,0.024,0.333001988,0.227634195,0.301192843,0.138170974,18,6,0.224,0.126,0.083,0.062,0.161,0.224,10,2.2,11.65,2990,4530
280,0.452,0.065,0.166,0.055,0.495,0.213,0.17,0.011,0.093,0.857,0,0.002,0.120408163,0.412244898,0.310204082,0.157142857,12,11,0.312,0.25,0.106,0.091,0.123,0.285,14,3.16,8.71,1639,2120
287,0.503,0.049,0.216,0.064,0.491,0.259,0.142,0.454,0.015,0.505,0.017,0.009,0.176233635,0.344410876,0.306143001,0.173212487,16,9,0.314,0.206,0.103,0.08,0.153,0.252,10,8,22.94,3079,2170
287,0.514,0.051,0.228,0.069,0.504,0.257,0.137,0.446,0.009,0.516,0.014,0.004,0.169354839,0.341733871,0.315524194,0.173387097,15,11,0.286,0.214,0.099,0.072,0.138,0.278,10,6.67,24.37,3069,1859
209,0.467,0.04,0.242,0.101,0.498,0.227,0.167,0.036,0.013,0.875,0.04,0.012,0.08250497,0.319085487,0.344930417,0.253479125,14,10,0.262,0.174,0.089,0.069,0.177,0.264,11,3.62,17.23,1200,1480
242,0.509,0.058,0.123,0.039,0.512,0.219,0.124,0.086,0.238,0.614,0.005,0.045,0.09437751,0.282128514,0.270080321,0.353413655,12,8,0.266,0.16,0.086,0.093,0.213,0.234,12,7.49,9.92,1839,1209
357,0.393,0.086,0.263,0.048,0.508,0.236,0.174,0.013,0.336,0.631,0.006,0.004,0.200601805,0.398194584,0.249749248,0.151454363,13,14,0.339,0.256,0.132,0.127,0.083,0.35,11,7.62,19.06,4680,1720
362,0.37,0.077,0.255,0.073,0.521,0.254,0.152,0,0.511,0.447,0.005,0.008,0.196770938,0.341069627,0.297679112,0.164480323,14,13,0.381,0.273,0.146,0.134,0.101,0.348,11,10.11,30.46,2269,2019
257,0.505,0.067,0.276,0.094,0.502,0.238,0.096,0.09,0.441,0.41,0,0.066,0.091457286,0.179899497,0.24120603,0.487437186,13,6,0.226,0.139,0.076,0.109,0.183,0.193,13,13.8,11.52,1610,1030
324,0.445,0.07,0.266,0.121,0.499,0.235,0.15,0.048,0.082,0.85,0.005,0.01,0.181181181,0.404404404,0.26026026,0.154154154,12,11,0.319,0.251,0.116,0.092,0.148,0.276,13,5.18,35.25,28130,5579
256,0.534,0.045,0.136,0.029,0.508,0.235,0.158,0.074,0.011,0.89,0.006,0.008,0.102868447,0.347181009,0.351137488,0.198813056,13,9,0.336,0.219,0.104,0.079,0.216,0.283,10,2.7,11.85,2100,2159
410,0.389,0.097,0.263,0.054,0.548,0.284,0.142,0.009,0.754,0.226,0.002,0.001,0.234825871,0.272636816,0.312437811,0.180099502,16,12,0.439,0.24,0.169,0.177,0.123,0.392,12,32.7,25.94,2279,1419
383,0.392,0.082,0.287,0.064,0.499,0.241,0.155,0.012,0.285,0.659,0.017,0.006,0.278118609,0.41206544,0.215746421,0.09406953,13,11,0.386,0.267,0.142,0.11,0.135,0.358,10,4.8,23.87,4119,2970
183,0.511,0.052,0.197,0.078,0.507,0.244,0.103,0.161,0.011,0.689,0.011,0.092,0.089730808,0.198404786,0.309072782,0.402791625,13,6,0.24,0.115,0.065,0.055,0.155,0.159,10,1.55,6.62,1229,1110
290,0.452,0.068,0.169,0.059,0.526,0.238,0.222,0.085,0.03,0.849,0,0.016,0.090447154,0.369918699,0.271341463,0.268292683,14,12,0.267,0.175,0.115,0.056,0.146,0.264,11,0.6,9.89,1600,2039
317,0.432,0.087,0.223,0.066,0.482,0.24,0.132,0.29,0.183,0.483,0.017,0.015,0.228830645,0.39516129,0.237903226,0.138104839,13,9,0.348,0.249,0.115,0.102,0.162,0.289,12,7.7,14.84,1720,2219
399,0.278,0.135,0.252,0.051,0.505,0.206,0.166,0.014,0.083,0.897,0,0.002,0.349142281,0.4419778,0.152371342,0.056508577,11,16,0.378,0.359,0.166,0.128,0.105,0.399,13,15.3,33,3469,2359
288,0.522,0.055,0.132,0.053,0.511,0.211,0.133,0.05,0.023,0.903,0.003,0.02,0.057517659,0.316851665,0.317860747,0.307769929,11,8,0.291,0.142,0.101,0.068,0.19,0.268,13,1.26,10.54,3379,1499
207,0.528,0.068,0.07,0.022,0.523,0.226,0.147,0.167,0.023,0.76,0.013,0.028,0.109780439,0.26247505,0.255489022,0.372255489,11,8,0.234,0.149,0.083,0.075,0.191,0.23,11,1.12,5.19,1279,1269
225,0.395,0.085,0.283,0.076,0.499,0.242,0.135,0.589,0,0.353,0.045,0,0.186390533,0.312623274,0.328402367,0.172583826,11,8,0.285,0.224,0.086,0.084,0.115,0.244,10,10.53,21.47,6010,3350
363,0.292,0.123,0.226,0.071,0.471,0.2,0.148,0.028,0.73,0.228,0,0.013,0.258349705,0.385068762,0.226915521,0.129666012,10,12,0.372,0.229,0.157,0.134,0.18,0.354,13,14.55,18.85,5659,1690
332,0.51,0.047,0.221,0.076,0.512,0.256,0.137,0.026,0.342,0.586,0,0.021,0.161809045,0.351758794,0.302512563,0.183919598,14,10,0.291,0.149,0.136,0.102,0.102,0.296,13,5.5,18.52,1860,2009
466,0.343,0.124,0.301,0.068,0.514,0.282,0.125,0.021,0.723,0.251,0.006,0.005,0.241985522,0.34229576,0.244053775,0.171664943,14,12,0.406,0.227,0.154,0.144,0.142,0.371,12,17.9,26,3230,1770
232,0.527,0.036,0.2,0.12,0.499,0.29,0.097,0.171,0.012,0.731,0.018,0.023,0.105418719,0.225615764,0.343842365,0.325123153,16,5,0.249,0.11,0.073,0.078,0.124,0.173,13,3.13,9.58,1400,1399
301,0.465,0.063,0.289,0.096,0.509,0.285,0.111,0.269,0.242,0.43,0.019,0.026,0.215725806,0.328629032,0.30141129,0.154233871,17,9,0.387,0.243,0.13,0.074,0.15,0.333,9,18.69,13.91,2810,1630
231,0.494,0.056,0.169,0.067,0.514,0.256,0.112,0.083,0.15,0.722,0.015,0.014,0.109343936,0.319085487,0.276341948,0.295228628,12,6,0.299,0.162,0.098,0.07,0.141,0.208,13,2.3,11.47,2380,1610
363,0.291,0.127,0.23,0.064,0.461,0.199,0.159,0.03,0.72,0.232,0,0.001,0.245226131,0.395979899,0.231155779,0.127638191,9,12,0.4,0.215,0.171,0.114,0.18,0.341,13,14.9,19.36,4909,1659
200,0.535,0.043,0.118,0.046,0.518,0.296,0.093,0.025,0.034,0.859,0.006,0.043,0.038422649,0.169868554,0.237613751,0.554095046,13,5,0.225,0.119,0.076,0.065,0.192,0.197,14,1.08,6.01,1360,719
278,0.499,0.053,0.244,0.041,0.514,0.24,0.113,0.04,0.264,0.661,0.013,0.015,0.13796576,0.295065458,0.274924471,0.29204431,15,8,0.275,0.223,0.078,0.099,0.216,0.24,11,6.4,14.39,1570,959
263,0.459,0.062,0.185,0.039,0.501,0.237,0.16,0.012,0.006,0.969,0.002,0.009,0.088088088,0.375375375,0.283283283,0.253253253,11,10,0.295,0.21,0.124,0.099,0.079,0.309,13,2.62,14.95,2259,1010
294,0.503,0.057,0.131,0.055,0.485,0.194,0.154,0.01,0.029,0.941,0.011,0,0.124623116,0.477386935,0.221105528,0.176884422,10,10,0.311,0.349,0.091,0.08,0.202,0.345,14,3.01,20.14,2729,2570
289,0.378,0.087,0.291,0.084,0.51,0.296,0.07,0.14,0.333,0.418,0.106,0.009,0.15529179,0.270029674,0.377843719,0.196834817,18,6,0.326,0.198,0.119,0.092,0.097,0.306,12,6.72,30.2,10270,16419
193,0.559,0.041,0.075,0.029,0.502,0.239,0.155,0.035,0.005,0.9,0.002,0.03,0.049850449,0.240279163,0.298105683,0.411764706,10,8,0.247,0.162,0.069,0.057,0.247,0.178,12,0.89,6.63,1209,730
278,0.458,0.068,0.187,0.062,0.51,0.231,0.164,0.011,0.035,0.921,0.004,0.007,0.133266533,0.432865731,0.285571142,0.148296593,12,11,0.297,0.228,0.106,0.099,0.158,0.324,14,2.83,14.48,1750,1590
293,0.437,0.062,0.184,0.047,0.481,0.235,0.16,0.028,0.027,0.916,0.008,0.003,0.129388164,0.389167503,0.352056169,0.129388164,11,10,0.306,0.227,0.09,0.055,0.143,0.243,12,2.9,16.44,2330,2519
243,0.498,0.063,0.223,0.07,0.517,0.237,0.129,0.274,0.208,0.445,0.005,0.046,0.146022155,0.29204431,0.229607251,0.332326284,13,7,0.226,0.145,0.08,0.076,0.149,0.263,11,5.6,7.51,1240,1399
355,0.436,0.07,0.22,0.057,0.524,0.225,0.161,0.036,0.152,0.789,0.002,0.003,0.17519685,0.322834646,0.345472441,0.156496063,12,13,0.318,0.26,0.128,0.09,0.106,0.339,13,6.43,21.2,2259,1389
238,0.458,0.063,0.245,0.11,0.503,0.245,0.111,0.059,0.245,0.639,0,0.022,0.126968504,0.304133858,0.345472441,0.223425197,13,7,0.391,0.229,0.112,0.087,0.159,0.29,13,5.59,22.23,3939,3390
357,0.387,0.097,0.263,0.059,0.517,0.238,0.182,0.026,0.334,0.628,0.003,0.011,0.20040282,0.416918429,0.250755287,0.131923464,12,12,0.354,0.255,0.139,0.126,0.084,0.358,11,5,16.68,4060,1699
299,0.413,0.064,0.183,0.061,0.499,0.271,0.08,0.104,0.179,0.662,0.001,0.027,0.07715736,0.312690355,0.360406091,0.249746193,18,6,0.308,0.278,0.101,0.083,0.179,0.288,15,6.7,14.77,2450,2300
242,0.5,0.05,0.164,0.069,0.515,0.229,0.132,0.094,0.033,0.834,0,0.014,0.086021505,0.35483871,0.295210166,0.263929619,11,9,0.307,0.216,0.087,0.067,0.188,0.265,13,1.3,9.43,1950,1670
332,0.426,0.076,0.202,0.045,0.512,0.22,0.186,0.014,0.013,0.966,0.008,0.007,0.183919598,0.446231156,0.244221106,0.125628141,9,12,0.342,0.259,0.125,0.094,0.046,0.325,13,3.3,27.73,5700,3539
318,0.47,0.049,0.261,0.1,0.505,0.261,0.139,0.096,0.046,0.781,0.03,0.009,0.123123123,0.361361361,0.292292292,0.223223223,15,10,0.354,0.233,0.108,0.081,0.142,0.291,10,3.9,18.66,1880,1739
320,0.4,0.092,0.226,0.072,0.519,0.221,0.176,0.025,0.515,0.383,0.035,0.004,0.233727811,0.357001972,0.280078895,0.129191321,11,13,0.403,0.212,0.149,0.138,0.059,0.344,12,12.5,23.39,3809,1680
243,0.515,0.063,0.222,0.068,0.51,0.197,0.165,0.052,0.139,0.772,0.01,0.012,0.085626911,0.211009174,0.327217125,0.376146789,10,9,0.254,0.184,0.088,0.084,0.187,0.19,12,3.5,10.49,1390,1079
392,0.337,0.109,0.217,0.07,0.504,0.213,0.14,0.005,0.001,0.974,0,0,0.269269269,0.362362362,0.236236236,0.132132132,12,13,0.375,0.305,0.143,0.117,0.085,0.368,13,6.11,33.03,1759,1320
395,0.454,0.048,0.29,0.124,0.509,0.259,0.158,0.053,0.064,0.727,0.095,0.011,0.145061728,0.389917695,0.273662551,0.191358025,14,13,0.37,0.227,0.126,0.097,0.071,0.364,10,6.72,29.94,1740,1919
382,0.406,0.069,0.3,0.14,0.508,0.244,0.158,0.033,0.021,0.647,0.206,0.007,0.18627451,0.394117647,0.287254902,0.132352941,14,13,0.383,0.314,0.143,0.079,0.102,0.359,11,5.5,16.41,3169,3179
336,0.436,0.062,0.189,0.033,0.513,0.226,0.164,0.019,0.325,0.643,0.004,0,0.209466264,0.365558912,0.297079557,0.127895267,11,12,0.376,0.232,0.126,0.128,0.105,0.366,13,9.2,22.29,3679,3020
409,0.391,0.119,0.256,0.068,0.534,0.284,0.124,0.003,0.743,0.23,0.007,0,0.23747495,0.279559118,0.311623246,0.171342685,17,12,0.471,0.23,0.154,0.186,0.121,0.371,12,26.92,29.56,2389,1610
280,0.482,0.047,0.152,0.058,0.515,0.253,0.127,0.028,0.414,0.505,0,0.021,0.124248497,0.280561122,0.323647295,0.271543086,14,8,0.316,0.198,0.111,0.11,0.161,0.254,12,6.6,12.7,2849,1000
299,0.408,0.071,0.217,0.046,0.496,0.215,0.171,0.01,0.081,0.868,0,0.011,0.173479561,0.395812562,0.245264207,0.185443669,12,12,0.336,0.228,0.119,0.101,0.051,0.376,13,5.28,18.57,1880,1190
258,0.408,0.095,0.22,0.083,0.499,0.232,0.2,0.037,0,0.865,0.053,0.004,0.096192385,0.350701403,0.386773547,0.166332665,11,11,0.287,0.229,0.096,0.056,0.183,0.225,11,4.3,16.17,1880,1550
259,0.387,0.066,0.283,0.118,0.515,0.192,0.265,0.118,0.115,0.729,0.004,0.023,0.142433234,0.364985163,0.320474777,0.172106825,10,14,0.317,0.215,0.13,0.086,0.15,0.272,11,5.25,21.93,2880,1829
209,0.298,0.147,0.255,0.139,0.495,0.309,0.119,0.067,0,0.203,0.735,0.006,0.229919679,0.341365462,0.322289157,0.106425703,14,8,0.325,0.181,0.154,0.069,0.139,0.246,10,12.11,59.42,1639,2489
280,0.385,0.074,0.228,0.049,0.517,0.215,0.182,0.003,0.006,0.975,0.005,0.003,0.213562753,0.410931174,0.240890688,0.134615385,10,13,0.364,0.321,0.146,0.126,0.118,0.372,13,5.8,22.56,2759,1979
329,0.439,0.067,0.253,0.081,0.533,0.26,0.115,0.009,0.693,0.275,0,0.008,0.14950495,0.251485149,0.327722772,0.271287129,14,9,0.365,0.211,0.144,0.171,0.132,0.354,12,20.28,19.81,1230,1309
303,0.439,0.066,0.214,0.06,0.512,0.21,0.218,0.02,0.368,0.599,0.006,0.006,0.199600798,0.359281437,0.284431138,0.156686627,11,13,0.355,0.213,0.141,0.107,0.118,0.287,13,7.3,27.61,2519,1880
349,0.444,0.058,0.216,0.052,0.509,0.23,0.164,0.046,0.011,0.923,0.009,0,0.181451613,0.346774194,0.324596774,0.147177419,12,12,0.319,0.219,0.126,0.09,0.113,0.312,13,2.05,31.53,2319,1749
296,0.466,0.07,0.144,0.049,0.507,0.19,0.184,0.027,0.031,0.936,0,0.004,0.097165992,0.465587045,0.252024291,0.185222672,9,13,0.356,0.196,0.132,0.093,0.193,0.298,14,2.36,14.04,2159,1170
227,0.467,0.028,0.147,0.064,0.5,0.347,0.078,0.089,0.018,0.864,0,0.021,0.047141424,0.213640923,0.390170512,0.349047141,18,5,0.245,0.064,0.064,0.076,0.081,0.161,12,0.2,5.89,1600,2090
278,0.479,0.056,0.226,0.058,0.515,0.246,0.108,0.046,0.099,0.815,0.005,0.008,0.090080972,0.30465587,0.325910931,0.279352227,13,7,0.291,0.173,0.108,0.076,0.151,0.297,12,3.67,18.01,2919,2150
291,0.476,0.061,0.233,0.092,0.504,0.271,0.107,0.029,0.144,0.801,0.005,0.015,0.13559322,0.376869392,0.313060818,0.17447657,14,7,0.305,0.177,0.099,0.09,0.144,0.25,13,3.1,17.73,8969,5260
223,0.579,0.033,0.119,0.055,0.522,0.241,0.129,0.022,0.042,0.884,0.009,0.024,0.057942058,0.262737263,0.321678322,0.357642358,12,7,0.297,0.164,0.081,0.067,0.231,0.212,12,0.7,8.21,1839,2089
231,0.395,0.094,0.469,0.153,0.523,0.326,0.125,0.885,0.015,0.105,0.008,0.016,0.348214286,0.246031746,0.244047619,0.161706349,18,6,0.27,0.131,0.083,0.08,0.168,0.214,9,1.29,7.83,4110,2250
252,0.5,0.047,0.152,0.05,0.522,0.25,0.113,0.052,0.299,0.592,0,0.033,0.094581281,0.266009852,0.34679803,0.292610837,12,7,0.288,0.166,0.099,0.087,0.155,0.206,12,6.5,8.21,2400,1290
303,0.481,0.058,0.204,0.061,0.519,0.234,0.138,0.031,0.368,0.57,0.004,0.003,0.129960317,0.330357143,0.288690476,0.250992063,13,10,0.38,0.201,0.143,0.094,0.096,0.292,14,10.1,17.41,1589,720
327,0.411,0.05,0.219,0.045,0.472,0.227,0.161,0.021,0.115,0.827,0.009,0.005,0.153617443,0.419226957,0.295341923,0.131813677,11,11,0.339,0.282,0.121,0.08,0.086,0.386,12,4.7,29.92,5579,4170
231,0.512,0.057,0.146,0.057,0.503,0.236,0.14,0.125,0.103,0.739,0.008,0.025,0.126903553,0.300507614,0.339086294,0.233502538,12,9,0.322,0.228,0.089,0.077,0.23,0.221,13,2.9,8.73,1770,1829
256,0.507,0.038,0.292,0.134,0.506,0.273,0.098,0.278,0.155,0.505,0.007,0.059,0.149193548,0.237903226,0.306451613,0.306451613,15,6,0.289,0.161,0.099,0.082,0.151,0.247,10,3.9,9.5,1870,1710
296,0.511,0.035,0.165,0.08,0.513,0.228,0.139,0.025,0.056,0.891,0.012,0.007,0.107429719,0.330321285,0.308232932,0.254016064,11,10,0.306,0.29,0.098,0.087,0.142,0.29,14,1.9,7.3,1729,1750
221,0.531,0.06,0.144,0.041,0.514,0.206,0.156,0.167,0.122,0.656,0.008,0.043,0.114427861,0.295522388,0.250746269,0.339303483,10,9,0.27,0.163,0.097,0.079,0.195,0.242,11,3.6,8.49,1429,1080
257,0.5,0.055,0.159,0.061,0.507,0.234,0.165,0.013,0.018,0.937,0,0.008,0.119565217,0.360671937,0.31027668,0.209486166,12,10,0.31,0.176,0.101,0.081,0.167,0.272,13,0.82,12.89,2259,2139
248,0.444,0.04,0.131,0.053,0.459,0.249,0.128,0.071,0.09,0.801,0.006,0.013,0.080121704,0.311359026,0.322515213,0.286004057,13,7,0.31,0.177,0.096,0.068,0.161,0.246,8,2.4,12.32,2790,2420
367,0.433,0.067,0.284,0.105,0.496,0.24,0.144,0.07,0.246,0.661,0.008,0.011,0.127470356,0.362648221,0.329051383,0.18083004,13,10,0.316,0.16,0.111,0.1,0.109,0.31,11,8.92,20.63,2070,1150
293,0.437,0.076,0.221,0.045,0.51,0.211,0.178,0.033,0.032,0.929,0.002,0.015,0.173173173,0.402402402,0.268268268,0.156156156,10,11,0.279,0.26,0.106,0.086,0.046,0.329,13,4.31,18.83,4879,2709
334,0.444,0.057,0.275,0.064,0.507,0.273,0.124,0.033,0.319,0.608,0.009,0.033,0.224742268,0.424742268,0.226804124,0.12371134,14,10,0.364,0.207,0.132,0.109,0.124,0.34,11,7.2,25.97,2490,1880
354,0.437,0.057,0.197,0.054,0.527,0.219,0.181,0.019,0.099,0.84,0.004,0.006,0.122222222,0.304040404,0.338383838,0.235353535,11,12,0.302,0.231,0.1,0.089,0.115,0.282,14,4,16.92,1140,1209
257,0.313,0.086,0.198,0.101,0.42,0.177,0.195,0.127,0.039,0.804,0.024,0.008,0.136363636,0.384387352,0.322134387,0.157114625,8,12,0.222,0.266,0.095,0.078,0.133,0.19,13,3.57,12.72,3680,2150
262,0.517,0.035,0.139,0.05,0.504,0.218,0.142,0.173,0.067,0.697,0.004,0.034,0.1,0.297029703,0.266336634,0.336633663,10,8,0.221,0.18,0.078,0.077,0.185,0.218,10,1.8,9.37,1289,1340
330,0.4,0.038,0.226,0.092,0.488,0.248,0.103,0.114,0.165,0.582,0.061,0.027,0.101303912,0.331995988,0.356068205,0.210631896,15,8,0.341,0.295,0.105,0.099,0.184,0.314,10,6.84,14.71,1240,1380
373,0.38,0.083,0.279,0.083,0.512,0.244,0.16,0.009,0.329,0.66,0.007,0,0.240442656,0.355130785,0.274647887,0.129778672,12,12,0.377,0.256,0.14,0.107,0.124,0.307,12,17.37,40.06,4529,2680
310,0.509,0.054,0.194,0.093,0.51,0.239,0.14,0.058,0.065,0.837,0.012,0.016,0.12474645,0.338742394,0.329614604,0.206896552,13,10,0.302,0.254,0.124,0.084,0.154,0.329,14,2.7,10.39,2969,2329
248,0.454,0.07,0.158,0.045,0.5,0.205,0.186,0.008,0.002,0.953,0.009,0.013,0.123015873,0.404761905,0.31547619,0.156746032,9,10,0.34,0.257,0.113,0.081,0.166,0.28,10,2.7,17.62,5170,1360
242,0.513,0.051,0.135,0.046,0.509,0.252,0.141,0.061,0.075,0.82,0,0.015,0.080357143,0.281746032,0.319444444,0.318452381,13,8,0.29,0.176,0.086,0.069,0.246,0.22,11,3.99,7.96,1529,1260
303,0.514,0.05,0.219,0.048,0.516,0.227,0.114,0.03,0.448,0.474,0,0.022,0.103869654,0.271894094,0.279022403,0.345213849,14,8,0.338,0.165,0.102,0.116,0.15,0.258,11,17.16,14.53,1490,1150
271,0.495,0.062,0.168,0.046,0.527,0.24,0.115,0.144,0.261,0.534,0.017,0.034,0.132411067,0.282608696,0.290513834,0.294466403,14,8,0.316,0.21,0.1,0.086,0.213,0.234,12,9.2,6.23,1450,1329
316,0.464,0.044,0.302,0.157,0.497,0.264,0.129,0.196,0.021,0.744,0.011,0.002,0.163690476,0.319444444,0.343253968,0.173611111,14,8,0.327,0.197,0.119,0.086,0.192,0.264,10,1.9,19.83,2970,2070
248,0.437,0.069,0.283,0.11,0.511,0.196,0.255,0.063,0.019,0.896,0.003,0.001,0.122324159,0.293577982,0.354740061,0.229357798,10,12,0.247,0.212,0.105,0.072,0.107,0.26,13,4.33,12.56,2140,1259
249,0.518,0.064,0.057,0.023,0.516,0.217,0.154,0.076,0.032,0.861,0.01,0.018,0.17061144,0.301775148,0.270216963,0.25739645,10,9,0.289,0.203,0.104,0.078,0.206,0.255,10,2.6,8.13,1709,1930
347,0.441,0.046,0.317,0.122,0.511,0.228,0.202,0.114,0.061,0.801,0,0.006,0.178,0.344,0.314,0.164,11,13,0.279,0.246,0.101,0.079,0.19,0.3,10,4.3,24.85,3140,2190
209,0.518,0.043,0.115,0.036,0.506,0.238,0.14,0.145,0.088,0.601,0.007,0.155,0.052419355,0.221774194,0.201612903,0.524193548,10,7,0.216,0.087,0.081,0.082,0.133,0.214,11,0.5,3.67,1100,929
398,0.387,0.059,0.283,0.103,0.479,0.229,0.179,0.037,0.04,0.703,0.139,0.002,0.150905433,0.367203219,0.320925553,0.160965795,12,13,0.332,0.28,0.146,0.085,0.149,0.346,10,7,28.58,2350,1550
259,0.446,0.067,0.236,0.074,0.51,0.209,0.174,0.156,0.014,0.741,0.026,0.047,0.115035318,0.233097881,0.391523713,0.260343088,11,11,0.246,0.195,0.091,0.055,0.204,0.161,9,3.5,14.9,1460,1489
262,0.51,0.049,0.205,0.098,0.498,0.208,0.097,0.079,0.041,0.796,0,0.066,0.099802372,0.27173913,0.283596838,0.34486166,12,6,0.265,0.144,0.087,0.071,0.175,0.245,14,2.07,8.03,2489,1500
258,0.544,0.053,0.162,0.061,0.512,0.217,0.175,0.038,0.032,0.905,0.003,0.019,0.091365462,0.328313253,0.31626506,0.264056225,10,10,0.283,0.205,0.117,0.088,0.237,0.261,14,0.5,5.18,1610,2139
266,0.497,0.068,0.162,0.038,0.512,0.222,0.154,0.116,0.088,0.749,0.001,0.027,0.123505976,0.322709163,0.337649402,0.216135458,13,10,0.273,0.187,0.09,0.077,0.159,0.25,11,2.97,7.75,1869,1909
213,0.557,0.041,0.084,0.039,0.507,0.237,0.156,0.036,0.017,0.933,0.002,0.018,0.073050346,0.301085884,0.344521224,0.281342547,10,8,0.288,0.146,0.091,0.061,0.282,0.203,12,1,9.7,2069,1589
316,0.489,0.049,0.256,0.106,0.506,0.252,0.144,0.11,0.112,0.654,0.051,0.025,0.110891089,0.263366337,0.32970297,0.296039604,15,9,0.299,0.235,0.098,0.089,0.138,0.279,11,9.56,14.16,1539,910
233,0.381,0.096,0.268,0.172,0.495,0.284,0.155,0.108,0.01,0.423,0.44,0.001,0.189243028,0.297808765,0.36752988,0.145418327,15,9,0.313,0.17,0.12,0.084,0.12,0.249,10,11.2,37.55,1650,1419
